Provider Number,Facility Name,Five Star,City,Profit or Non-Profit,Chain Organization,# of Dialysis Stations,Offers in-center hemodialysis,Offers peritoneal dialysis,Offers home hemodialysis training,Number of Dialysis Patients with Hgb data,Patient Transfusion category text,Number of patients included in the transfusion summary,Number of patients in hypercalcemia summary,Number of patients in Serum phosphorus summary,Patient hospitalization category text,Patient Hospital Readmission Category,Patient Survival Category Text,Number of patients included in hospitalization summary,Number of hospitalizations included in hospital readmission summary,Number of Patients included in survival summary,Patient Infection category text,Fistula Category Text,Number of Patients included in fistula summary,Number of patients in long term catheter summary,Number of patients in nPCR summary,SWR category text,Number of patients in this facility for SWR,Standardized First Kidney Transplant Waitlist Ratio,PPPW category text,Number of patients for PPPW
142526,FMC - QUAD CITIES,3,MOLINE,Profit,FRESENIUS MEDICAL CARE,36,1,1,1,70,Worse than Expected,110,158,164,As Expected,As Expected,As Expected,137,164,586,As Expected,As Expected,113,113,1,As Expected,49,1.82,As Expected,126
142527,DAVITA METRO EAST DIALYSIS,3,BELLEVILLE,Profit,DAVITA,36,1,1,1,113,As Expected,160,211,209,As Expected,Worse than Expected,As Expected,178,267,769,As Expected,As Expected,175,175,0,Worse than Expected,82,0.2,As Expected,181
142528,DAVITA LINCOLN PARK DIALYSIS,4,CHICAGO,Profit,DAVITA,25,1,0,1,40,As Expected,57,87,90,As Expected,As Expected,As Expected,65,66,299,Better than Expected,As Expected,91,91,0,As Expected,24,0.65,As Expected,66
142634,DAVITA MARYVILLE DIALYSIS,3,MARYVILLE,Profit,DAVITA,16,1,0,0,31,As Expected,52,70,74,As Expected,As Expected,As Expected,55,72,279,As Expected,As Expected,75,75,0,As Expected,45,2.07,As Expected,48
142635,DAVITA CHICAGO HEIGHTS DIALYSIS,4,SOUTH CHICAGO HEIGHT,Profit,DAVITA,16,1,1,0,37,As Expected,51,80,82,As Expected,Worse than Expected,As Expected,65,82,288,As Expected,As Expected,85,85,0,Not Available,23,0,As Expected,64
142761,HOME DIALYSIS SEVICES HICKORY HILLS LLC,,HICKORY HILLS,Profit,INDEPENDENT,0,0,1,1,15,As Expected,19,28,28,As Expected,As Expected,As Expected,22,37,97,Not Available,Not Available,3,3,0,As Expected,20,1.83,As Expected,21
142762,DAVITA MOLINE HOME TRAINING,,MOLINE,Profit,DAVITA,2,0,1,1,7,Not Available,14,22,24,As Expected,As Expected,As Expected,19,15,55,Not Available,Not Available,0,0,0,Not Available,7,0,As Expected,22
142858,DAVITA GENEVA CROSSINGS,,CAROL STREAM,Profit,INDEPENDENT,12,1,0,0,0,Not Available,5,7,9,Not Available,Not Available,Not Available,5,3,5,Not Available,Not Available,8,8,0,Not Available,0,0,Not Available,10
142859,FKC - EAST PEORIA HOME,3,EAST PEORIA,Profit,FRESENIUS MEDICAL CARE,0,0,1,1,13,Not Available,46,75,79,As Expected,As Expected,Not Available,62,36,62,Not Available,As Expected,31,31,0,Not Available,0,0,As Expected,70
142860,DAVITA BRIGHTON PARK DIALYSIS,,CHICAGO,Profit,DAVITA,16,1,0,0,2,Not Available,6,12,12,Not Available,Not Available,Not Available,7,4,7,Not Available,As Expected,15,15,0,Not Available,0,0,As Expected,17
142861,DIALYSIS CARE CENTER - ELGIN,,ELGIN,Profit,INDEPENDENT,14,1,0,0,0,Not Available,6,10,10,Not Available,Not Available,Not Available,7,6,7,Not Available,Not Available,10,10,0,Not Available,0,0,Not Available,9
162529,DAVITA RIVERPOINT DIALYSIS UNIT,5,DES MOINES,Profit,DAVITA,16,1,1,0,41,As Expected,57,77,83,As Expected,As Expected,As Expected,70,52,322,As Expected,As Expected,60,60,0,As Expected,36,1.79,As Expected,69
162530,FMC - BETTENDORF,4,BETTENDORF,Profit,FRESENIUS MEDICAL CARE,9,1,0,0,9,Not Available,11,21,23,As Expected,As Expected,As Expected,14,16,73,As Expected,As Expected,23,23,0,Not Available,8,0,As Expected,15
162532,FMC - MERCY,2,DES MOINES,Profit,FRESENIUS MEDICAL CARE,21,1,1,0,40,As Expected,60,96,99,As Expected,Worse than Expected,Worse than Expected,71,80,303,Better than Expected,As Expected,105,105,0,As Expected,48,1.88,As Expected,89
162533,DAVITA EAST DES MOINES DIALYSIS,4,DES MOINES,Profit,DAVITA,16,1,1,1,42,As Expected,69,115,123,As Expected,As Expected,Worse than Expected,83,74,389,As Expected,As Expected,84,84,0,Better than Expected,57,2.39,As Expected,100
142782,FMC - HIGHLAND,4,HIGHLAND PARK,Profit,FRESENIUS MEDICAL CARE,20,1,1,0,34,As Expected,45,66,67,As Expected,As Expected,As Expected,61,56,266,As Expected,As Expected,57,57,0,Not Available,12,0,As Expected,27
142783,DAVITA WEST SIDE DIALYSIS,3,CHICAGO,Profit,DAVITA,12,1,0,0,22,As Expected,31,46,50,As Expected,As Expected,As Expected,36,52,120,Better than Expected,As Expected,49,49,0,Not Available,13,0,As Expected,44
142503,FMC - DOWNERS GROVE DIALYSIS CENTER,5,DOWNERS GROVE,Profit,FRESENIUS MEDICAL CARE,16,1,0,0,34,As Expected,49,69,72,As Expected,As Expected,Better than Expected,56,44,256,As Expected,As Expected,71,71,0,Not Available,12,0,As Expected,44
142504,FMC - OAK PARK DIALYSIS UNIT,5,OAK PARK,Profit,FRESENIUS MEDICAL CARE,12,1,0,0,40,As Expected,56,73,76,As Expected,As Expected,Better than Expected,63,47,245,As Expected,As Expected,77,77,0,As Expected,26,1.13,As Expected,57
142505,DAVITA LOOP RENAL CENTER,4,CHICAGO,Profit,DAVITA,28,1,1,1,52,As Expected,67,109,109,As Expected,As Expected,Better than Expected,77,53,367,As Expected,As Expected,101,101,0,As Expected,36,1.54,As Expected,87
142506,FRESENIUS MEDICAL CARE SUMMIT LLC,4,CHICAGO,Profit,FRESENIUS MEDICAL CARE,21,1,0,0,21,As Expected,41,67,66,As Expected,As Expected,As Expected,44,22,185,As Expected,As Expected,68,68,0,As Expected,21,2,As Expected,68
142507,FMC - ELK GROVE DIALYSIS CTR,5,ELK GROVE VILLAGE,Profit,FRESENIUS MEDICAL CARE,28,1,1,0,69,As Expected,97,130,137,As Expected,As Expected,As Expected,113,116,540,Better than Expected,As Expected,134,134,2,As Expected,52,1.39,As Expected,93
142636,DAVITA JERSEYVILLE DIALYSIS,3,JERSEYVILLE,Profit,DAVITA,17,1,0,0,30,As Expected,36,48,51,As Expected,As Expected,As Expected,44,73,167,As Expected,As Expected,50,50,0,Not Available,14,0,As Expected,25
142637,FMC - BREESE DIALYSIS,3,BREESE,Profit,FRESENIUS MEDICAL CARE,8,1,1,1,30,As Expected,39,51,52,As Expected,As Expected,As Expected,43,67,146,As Expected,As Expected,46,46,0,Not Available,17,0,As Expected,35
142638,DAVITA BEVERLY DIALYSIS,3,CHICAGO,Profit,DAVITA,16,1,1,1,59,As Expected,85,124,128,As Expected,As Expected,As Expected,94,101,408,Better than Expected,As Expected,111,111,0,As Expected,42,0.68,As Expected,114
142639,DAVITA SYCAMORE DIALYSIS,5,SYCAMORE,Profit,DAVITA,14,1,1,1,40,As Expected,48,71,73,As Expected,As Expected,Better than Expected,56,82,221,As Expected,As Expected,73,73,0,Not Available,14,0,As Expected,52
112792,"BIO-MEDICAL APPLICATIONS OF GEORGIA, INC.",4,CEDARTOWN,Profit,FRESENIUS MEDICAL CARE,17,1,0,0,44,As Expected,60,77,85,As Expected,As Expected,As Expected,70,118,258,As Expected,As Expected,84,84,0,As Expected,41,1.53,As Expected,58
142862,EXCEL RENAL CARE SERVICES,,CHICAGO,Profit,INDEPENDENT,0,0,1,1,0,Not Available,0,3,0,Not Available,Not Available,Not Available,0,0,0,Not Available,Not Available,2,2,0,Not Available,0,0,Not Available,5
142863,DAVITA OAK MEADOWS DIALYSIS,,OAK LAWN,Profit,INDEPENDENT,12,1,0,0,0,Not Available,0,1,1,Not Available,Not Available,Not Available,0,0,0,Not Available,Not Available,1,1,0,Not Available,0,0,Not Available,1
152610,"FMC - LIBERTY DIALYSIS - LEBANON, LLC",3,LEBANON,Profit,FRESENIUS MEDICAL CARE,9,1,1,1,31,As Expected,36,62,66,As Expected,As Expected,As Expected,44,52,174,As Expected,As Expected,62,62,0,Not Available,19,0,As Expected,48
152611,FMC - NEPHROLOGY - MARSHALL COUNTY,5,PLYMOUTH,Profit,FRESENIUS MEDICAL CARE,16,1,0,0,31,As Expected,43,69,73,As Expected,As Expected,As Expected,53,57,219,As Expected,As Expected,72,72,0,As Expected,27,0.96,As Expected,55
152612,FMC - NEPHROLOGY - HOME,,MISHAWAKA,Profit,FRESENIUS MEDICAL CARE,2,0,1,1,33,As Expected,62,98,101,As Expected,As Expected,As Expected,73,58,257,Not Available,Not Available,4,4,0,Better than Expected,39,2.43,As Expected,83
152614,DSI - NORTH GRANVILLE DIALYSIS CLINIC,5,MUNCIE,Profit,"US RENAL CARE, INC.",16,1,0,0,27,As Expected,44,55,62,As Expected,As Expected,Better than Expected,50,53,173,As Expected,As Expected,64,64,0,Not Available,24,0,As Expected,41
142784,MIDWEST KIDNEY CENTER,,CHICAGO,Profit,INDEPENDENT,1,0,1,0,4,Not Available,4,8,13,Not Available,Not Available,Not Available,6,1,23,Not Available,Not Available,0,0,0,Not Available,4,0,As Expected,12
142785,DAVITA NEW LENOX HOME TRAINING,,NEW LENOX,Profit,DAVITA,3,0,1,1,14,As Expected,22,35,35,As Expected,As Expected,As Expected,25,32,77,Not Available,Not Available,4,4,0,Not Available,16,0,Better than Expected,30
142787,USRC - VILLA PARK HOME THERAPIES,,VILLA PARK,Profit,"US RENAL CARE, INC.",1,1,1,0,5,Not Available,12,16,19,As Expected,Not Available,As Expected,13,6,36,Not Available,Not Available,0,0,0,Not Available,7,0,As Expected,18
142791,HOME HEMODIALYSIS NETWORK,,HOMER GLEN,Profit,INDEPENDENT,0,0,0,1,0,Not Available,5,15,16,Not Available,Not Available,Not Available,7,7,43,Not Available,As Expected,15,15,0,Not Available,24,0,As Expected,16
152521,DAVITA COMPREHENSIVE RENAL CARE - GARY,3,GARY,Profit,DAVITA,40,1,1,0,91,As Expected,119,172,173,As Expected,As Expected,As Expected,136,123,625,As Expected,As Expected,164,164,0,Worse than Expected,56,0,As Expected,143
152522,DAVITA COMPREHENSIVE RENAL CARE - HAMMOND,4,HAMMOND,Profit,DAVITA,32,1,1,1,53,As Expected,72,104,105,As Expected,As Expected,As Expected,93,124,427,Better than Expected,As Expected,100,100,0,As Expected,32,0.28,As Expected,95
142614,TRI CITIES DIALYSIS LLC,4,GENEVA,Profit,INDEPENDENT,20,1,1,1,47,As Expected,73,97,100,As Expected,As Expected,As Expected,84,100,340,Not Available,As Expected,86,86,0,Better than Expected,39,3.01,As Expected,55
142615,DAVITA STONECREST DIALYSIS,5,ROCKFORD,Profit,DAVITA,12,1,1,0,48,As Expected,60,77,78,As Expected,As Expected,As Expected,63,78,261,As Expected,As Expected,79,79,0,As Expected,21,0,As Expected,64
142616,FMC - NEOMEDICA - ROUND LAKE,4,ROUND LAKE,Profit,FRESENIUS MEDICAL CARE,16,1,0,0,42,As Expected,60,87,91,As Expected,As Expected,Better than Expected,69,60,281,As Expected,As Expected,94,94,0,Not Available,23,0,As Expected,68
142617,FMC - GLENDALE HEIGHTS DIALYSIS CENTER,4,GLENDALE HEIGHTS,Profit,FRESENIUS MEDICAL CARE,29,1,0,0,62,As Expected,89,131,137,As Expected,As Expected,As Expected,110,127,456,Better than Expected,As Expected,134,134,0,As Expected,38,1.32,As Expected,94
142618,DIALYSIS CENTER OF AMERICA ILLINOIS DBA RENAL CARE GROUP MID AMERICA SKOKIE,4,SKOKIE,Profit,FRESENIUS MEDICAL CARE,14,1,1,1,42,As Expected,53,89,94,As Expected,As Expected,As Expected,69,65,313,As Expected,As Expected,78,78,0,As Expected,25,2.33,As Expected,56
112896,"BIO-MEDICAL APPLICATIONS OF GEORGIA, INC.",2,JONESBORO,Profit,FRESENIUS MEDICAL CARE,11,1,1,1,14,As Expected,38,86,86,As Expected,As Expected,As Expected,45,51,139,As Expected,As Expected,68,68,0,As Expected,49,0.63,As Expected,80
112897,"FRESENIUS MEDICAL CARE JONESBORO, LLC",5,JONESBORO,Profit,FRESENIUS MEDICAL CARE,16,1,1,1,40,As Expected,60,77,81,As Expected,As Expected,As Expected,69,63,214,As Expected,As Expected,75,75,0,As Expected,34,1.17,As Expected,80
112899,"MACON SOUTHSIDE DIALYSIS CENTER, LLC",3,MACON,Profit,AMERICAN RENAL ASSOCIATES,21,1,1,1,37,As Expected,70,100,100,As Expected,As Expected,As Expected,82,90,354,As Expected,Worse than Expected,103,103,0,As Expected,49,0.42,As Expected,76
142529,DAVITA EMERALD DIALYSIS,3,CHICAGO,Profit,DAVITA,24,1,0,0,37,As Expected,56,91,89,As Expected,Better than Expected,As Expected,67,72,314,As Expected,As Expected,92,92,0,As Expected,22,1.04,As Expected,73
142530,FMC - WEST SUBURBAN DIALYSIS CENTER,4,OAK PARK,Profit,FRESENIUS MEDICAL CARE,46,1,0,0,109,As Expected,153,253,264,As Expected,As Expected,Better than Expected,168,167,735,As Expected,As Expected,264,264,0,As Expected,67,0.59,As Expected,202
152615,DAVITA GREENSBURG DIALYSIS,3,GREENSBURG,Profit,DAVITA,12,1,1,1,11,Not Available,14,24,25,As Expected,Not Available,As Expected,17,9,77,As Expected,As Expected,18,18,0,Not Available,5,0,As Expected,23
152616,DAVITA INDY SOUTH DIALYSIS,3,GREENWOOD,Profit,DAVITA,12,1,1,1,29,As Expected,54,79,81,As Expected,As Expected,As Expected,62,70,279,As Expected,As Expected,64,64,0,As Expected,30,0.6,As Expected,66
162333,MERCY DIALYSIS - VINTON,,VINTON,Non-Profit,INDEPENDENT,5,1,0,0,4,Not Available,6,10,10,As Expected,Not Available,As Expected,7,5,36,Not Available,Not Available,10,10,0,Not Available,2,0,Not Available,4
162500,TRI- STATE DIALYSIS - DUBUQUE,4,DUBUQUE,Profit,INDEPENDENT,32,1,1,1,84,As Expected,127,158,164,As Expected,As Expected,As Expected,144,143,475,Better than Expected,As Expected,134,134,0,As Expected,55,1.47,As Expected,116
162501,DAVITA CENTRAL DES MOINES DIALYSIS,4,DES MOINES,Profit,DAVITA,20,1,1,0,27,As Expected,45,69,76,As Expected,As Expected,Worse than Expected,53,44,249,As Expected,As Expected,75,75,0,As Expected,39,0.55,As Expected,68
152523,DAVITA JASPER DIALYSIS,5,JASPER,Profit,DAVITA,20,1,1,1,43,As Expected,58,84,84,As Expected,As Expected,As Expected,70,64,300,As Expected,As Expected,77,77,0,As Expected,39,2.65,As Expected,61
152524,US RENAL CARE- NW INDIANAPOLIS RENAL CENTER,3,INDIANAPOLIS,Profit,"US RENAL CARE, INC.",16,1,0,0,27,As Expected,34,50,50,As Expected,As Expected,As Expected,42,45,213,As Expected,As Expected,51,51,0,Not Available,5,0,As Expected,38
152525,FMC - INDIANAPOLIS-NORTH,2,INDIANAPOLIS,Profit,FRESENIUS MEDICAL CARE,25,1,1,1,72,As Expected,128,205,211,As Expected,As Expected,As Expected,144,186,546,As Expected,Worse than Expected,132,132,0,As Expected,89,1.34,As Expected,167
152526,FMC - KOKOMO,3,KOKOMO,Profit,FRESENIUS MEDICAL CARE,24,1,1,1,74,As Expected,105,136,141,As Expected,As Expected,As Expected,121,111,542,Better than Expected,As Expected,114,114,0,As Expected,56,1.57,As Expected,94
152636,DAVITA NORTH VERNON DIALYSIS,4,NORTH VERNON,Profit,DAVITA,10,1,0,0,18,As Expected,23,30,33,As Expected,As Expected,As Expected,27,32,103,As Expected,As Expected,33,33,0,Not Available,17,0,As Expected,31
142619,DAVITA ALTON DIALYSIS,5,ALTON,Profit,DAVITA,18,1,1,0,45,As Expected,64,89,89,As Expected,As Expected,As Expected,78,87,317,As Expected,As Expected,72,72,0,As Expected,43,0.56,As Expected,63
142721,DAVITA WOODLAWN DIALYSIS,5,CHICAGO,Profit,DAVITA,32,1,0,0,65,As Expected,83,145,151,As Expected,As Expected,Better than Expected,98,96,445,Better than Expected,As Expected,152,152,0,As Expected,47,1.04,As Expected,134
142722,FMC - LOMBARD DIALYSIS,5,LOMBARD,Profit,FRESENIUS MEDICAL CARE,12,1,1,1,42,As Expected,67,88,88,As Expected,As Expected,As Expected,79,56,305,As Expected,As Expected,73,73,0,Better than Expected,27,3.24,As Expected,64
142723,FMC - PALATINE DIALYSIS CENTER,5,PALATINE,Profit,FRESENIUS MEDICAL CARE,17,1,1,1,62,As Expected,90,131,140,As Expected,As Expected,Better than Expected,101,103,402,Better than Expected,As Expected,101,101,0,Better than Expected,55,2.2,Better than Expected,101
142724,LAKEVIEW HOME DIALYSIS,1,CHICAGO,Profit,INDEPENDENT,0,0,1,0,6,Not Available,9,14,15,As Expected,Not Available,As Expected,11,9,43,Not Available,Not Available,0,0,0,Not Available,6,0,As Expected,11
142531,FMC - NORTHCENTER DIALYSIS,5,CHICAGO,Profit,FRESENIUS MEDICAL CARE,16,1,0,0,28,As Expected,30,59,64,As Expected,As Expected,As Expected,39,48,181,Better than Expected,As Expected,62,62,0,Not Available,17,0,As Expected,51
142533,FKC - BERWYN,5,BERWYN,Profit,FRESENIUS MEDICAL CARE,28,1,1,0,63,As Expected,77,156,158,As Expected,As Expected,Better than Expected,113,83,477,Better than Expected,As Expected,143,143,0,As Expected,51,0.4,As Expected,124
142534,DAVITA LOGAN SQUARE DIALYSIS,5,CHICAGO,Profit,DAVITA,27,1,0,0,61,As Expected,83,127,134,As Expected,As Expected,As Expected,93,87,436,As Expected,As Expected,133,133,0,As Expected,60,0.36,As Expected,111
142535,FMC - SOUTHWEST ILLINOIS,3,ALTON,Profit,FRESENIUS MEDICAL CARE,20,1,1,1,62,As Expected,83,117,122,As Expected,As Expected,As Expected,106,135,400,As Expected,As Expected,104,104,0,As Expected,58,0.41,As Expected,88
142640,DAVITA CHURCHVIEW DIALYSIS,4,ROCKFORD,Profit,DAVITA,24,1,1,0,58,As Expected,91,151,156,As Expected,As Expected,As Expected,118,123,563,As Expected,As Expected,111,111,0,As Expected,52,2.02,As Expected,120
162506,DAVITA WEST DES MOINES DIALYSIS,4,WEST DES MOINES,Profit,DAVITA,10,1,1,0,36,As Expected,66,90,95,As Expected,As Expected,As Expected,80,72,319,As Expected,As Expected,59,59,0,Better than Expected,38,2.74,As Expected,78
162507,FMC - DAVENPORT,3,DAVENPORT,Profit,FRESENIUS MEDICAL CARE,19,1,0,0,21,As Expected,43,59,62,As Expected,As Expected,As Expected,49,33,193,As Expected,As Expected,61,61,0,Not Available,24,0,As Expected,54
162509,"SOUTHEASTERN RENAL DIALYSIS, L.C. - MOUNT PLEASANT",5,MOUNT PLEASANT,Profit,INDEPENDENT,12,1,1,0,21,As Expected,38,48,54,As Expected,As Expected,As Expected,42,27,160,As Expected,As Expected,47,47,0,Not Available,14,0,As Expected,40
142763,DAVITA TIMBER CREEK,5,DEKALB,Profit,DAVITA,12,1,0,0,25,As Expected,36,49,51,As Expected,As Expected,As Expected,40,36,137,Worse than Expected,As Expected,51,51,0,Not Available,19,0,As Expected,42
142764,FMC - OAK FOREST,3,OAK FOREST,Profit,FRESENIUS MEDICAL CARE,12,1,1,0,39,As Expected,60,94,100,As Expected,As Expected,As Expected,77,90,281,Better than Expected,As Expected,80,80,0,As Expected,35,1.06,As Expected,80
142765,FMC - NAPERBROOK,5,NAPERVILLE,Profit,FRESENIUS MEDICAL CARE,24,1,1,1,54,As Expected,84,136,143,As Expected,As Expected,Better than Expected,100,85,396,As Expected,As Expected,131,131,0,As Expected,40,1.84,As Expected,105
152637,DAVITA PLAINFIELD RENAL CENTER,3,PLAINFIELD,Profit,DAVITA,24,1,1,1,47,As Expected,65,105,112,As Expected,As Expected,As Expected,81,86,358,Better than Expected,As Expected,80,80,0,As Expected,40,0.66,As Expected,80
152638,FMC - PERU DIALYSIS,3,PERU,Profit,FRESENIUS MEDICAL CARE,12,1,1,1,22,Worse than Expected,33,50,55,As Expected,As Expected,As Expected,41,57,186,As Expected,As Expected,55,55,0,Not Available,24,0,As Expected,45
152640,FMC - WELLS COUNTY,5,BLUFFTON,Profit,FRESENIUS MEDICAL CARE,8,1,1,1,22,As Expected,28,47,48,As Expected,As Expected,As Expected,36,48,156,As Expected,As Expected,41,41,0,As Expected,18,0.5,As Expected,32
152641,FMC - SCOTT COUNTY DIALYSIS,4,SCOTTSBURG,Profit,FRESENIUS MEDICAL CARE,12,1,0,0,9,Not Available,21,27,29,As Expected,As Expected,As Expected,23,28,114,As Expected,As Expected,29,29,0,Not Available,6,0,Worse than Expected,19
152642,DAVITA HOOSIER HILLS DIALYSIS,5,BLOOMINGTON,Profit,DAVITA,12,1,1,1,31,As Expected,39,58,61,As Expected,As Expected,As Expected,46,31,205,As Expected,As Expected,55,55,0,Not Available,20,0,As Expected,38
142725,FMC - STEGER DIALYSIS,4,STEGER,Profit,FRESENIUS MEDICAL CARE,12,1,0,0,37,As Expected,51,65,68,As Expected,As Expected,As Expected,54,74,249,Better than Expected,As Expected,68,68,0,Not Available,21,0,As Expected,52
142726,FMC - OF ELGIN,5,ELGIN,Profit,FRESENIUS MEDICAL CARE,25,1,1,1,63,As Expected,85,154,159,As Expected,As Expected,Better than Expected,105,97,392,As Expected,As Expected,151,151,0,As Expected,48,1.31,As Expected,128
112877,DAVITA TRI COUNTY DIALYSIS,3,ATLANTA,Profit,DAVITA,17,1,1,1,37,As Expected,50,76,83,As Expected,As Expected,As Expected,53,62,214,As Expected,As Expected,82,82,0,As Expected,34,0.39,As Expected,73
112878,"DIALYSIS CLINIC, INC. - CAMP CREEK",2,ATLANTA,Profit,"DIALYSIS CLINIC, INC.",20,1,0,0,38,As Expected,51,76,78,As Expected,As Expected,As Expected,62,73,208,As Expected,As Expected,78,78,0,Not Available,15,0,As Expected,66
112879,FRESENIUS MEDICAL CARE - CHAPEL HILL,3,DOUGLASVILLE,Profit,FRESENIUS MEDICAL CARE,10,1,1,0,25,As Expected,44,59,61,As Expected,As Expected,As Expected,48,39,185,Better than Expected,As Expected,50,50,0,Not Available,25,0,As Expected,61
112793,FRESENIUS MEDICAL CARE EVANS,3,EVANS,Profit,FRESENIUS MEDICAL CARE,21,1,0,0,37,As Expected,50,95,97,As Expected,As Expected,As Expected,62,72,247,As Expected,As Expected,96,96,0,As Expected,21,1.23,As Expected,93
112794,DAVITA TIFTON DIALYSIS,3,TIFTON,Profit,DAVITA,14,1,1,1,52,As Expected,72,97,101,As Expected,As Expected,Worse than Expected,80,64,236,As Expected,As Expected,102,102,0,As Expected,21,0.39,As Expected,94
112795,"BIOMEDICAL APPLICATIONS OF GEORGIA, INC",3,SUMMERVILLE,Profit,FRESENIUS MEDICAL CARE,17,1,0,0,14,As Expected,30,46,46,As Expected,As Expected,As Expected,35,44,172,Better than Expected,As Expected,48,48,0,Not Available,30,0,As Expected,30
112796,DAVITA CORDELE DIALYSIS CENTER,4,CORDELE,Profit,DAVITA,17,1,1,1,42,As Expected,52,72,77,As Expected,As Expected,As Expected,57,48,223,As Expected,As Expected,76,76,0,As Expected,27,0,As Expected,66
112797,FRESENIUS MEDICAL CARE DIALYSIS OF GOLDEN ISLES,3,BRUNSWICK,Profit,FRESENIUS MEDICAL CARE,24,1,1,0,47,Worse than Expected,92,122,125,As Expected,As Expected,As Expected,105,97,480,As Expected,As Expected,111,111,0,As Expected,72,1.04,As Expected,98
112895,"WARNER ROBINS DIALYSIS CENTER, LLC",5,WARNER ROBINS,Profit,AMERICAN RENAL ASSOCIATES,21,1,1,1,77,As Expected,93,150,153,As Expected,As Expected,As Expected,127,144,514,As Expected,As Expected,130,130,0,As Expected,72,0.89,As Expected,133
142766,FMC - LOGAN SQUARE,4,CHICAGO,Profit,FRESENIUS MEDICAL CARE,16,1,0,0,27,As Expected,38,70,70,As Expected,As Expected,As Expected,46,51,173,As Expected,As Expected,72,72,0,As Expected,35,0.55,As Expected,54
142767,DAVITA TAZEWELL COUNTY DIALYSIS,2,PEKIN,Profit,DAVITA,8,1,1,0,13,As Expected,31,48,51,Worse than Expected,As Expected,As Expected,34,68,141,As Expected,As Expected,44,44,0,As Expected,37,0.22,As Expected,45
142768,DAVITA LAWNDALE DIALYSIS,3,CHICAGO,Profit,DAVITA,16,1,0,0,38,As Expected,54,86,86,As Expected,As Expected,As Expected,64,45,245,As Expected,As Expected,89,89,0,As Expected,32,1.3,As Expected,74
